UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power [W],Disipation,Type_H,Type_L,Type_M,Machine failure,TWF,HDF,PWF,OSF
4751,M19610,303.2,311.2,1688,31.9,33,5638.865597879343,8.0,False,False,True,0,0,0,0,0
4752,L51931,303.3,311.4,1510,37.3,36,5898.130767604596,8.099999999999966,False,True,False,0,0,0,0,0
4753,H34166,303.3,311.3,1502,39.5,38,6212.918351494293,8.0,True,False,False,0,0,0,0,0
4754,H34167,303.2,311.4,1607,36.6,43,6159.218061068933,8.199999999999989,True,False,False,0,0,0,0,0
4755,M19614,303.3,311.5,1384,54.8,48,7942.281331491379,8.199999999999989,False,False,True,0,0,0,0,0
4756,L51935,303.4,311.7,1295,51.3,51,6956.899851741916,8.300000000000011,False,True,False,1,0,1,0,0
4757,H34170,303.4,311.7,1991,19.0,53,3961.4436164216095,8.300000000000011,True,False,False,0,0,0,0,0
4758,L51937,303.4,311.6,1497,42.8,58,6709.562262124792,8.200000000000045,False,True,False,0,0,0,0,0
4759,L51938,303.5,311.6,1465,48.7,60,7471.283288889686,8.100000000000023,False,True,False,0,0,0,0,0
4760,L51939,303.5,311.6,1361,46.5,62,6627.346782380348,8.100000000000023,False,True,False,1,0,1,0,0
4761,L51940,303.6,311.7,1546,38.5,64,6233.024544477269,8.099999999999966,False,True,False,0,0,0,0,0
4762,H34175,303.7,311.9,1332,52.7,66,7350.949818281685,8.199999999999989,True,False,False,1,0,1,0,0
4763,M19622,303.7,312.0,2663,11.4,71,3179.103269873655,8.300000000000011,False,False,True,1,0,0,1,0
4764,L51943,303.7,312.1,1443,45.9,74,6935.976844669009,8.400000000000034,False,True,False,0,0,0,0,0
4765,M19624,303.7,312.0,1402,48.6,76,7135.310898539282,8.300000000000011,False,False,True,0,0,0,0,0
4766,L51945,303.7,312.0,1892,22.5,79,4457.919975443916,8.300000000000011,False,True,False,0,0,0,0,0
4767,M19626,303.6,312.0,1645,35.7,81,6149.8246990347,8.399999999999977,False,False,True,0,0,0,0,0
4768,L51947,303.6,311.9,1473,50.1,84,7728.035184492069,8.299999999999955,False,True,False,0,0,0,0,0
4769,L51948,303.6,312.0,1309,52.9,86,7251.434634991472,8.399999999999977,False,True,False,1,0,1,0,0
4770,H34183,303.6,311.9,1544,37.1,88,5998.5989006663995,8.299999999999955,True,False,False,0,0,0,0,0
4771,L51950,303.5,311.9,1344,49.3,93,6938.64719842456,8.399999999999977,False,True,False,1,0,1,0,0
4772,M19631,303.6,311.9,1617,36.0,95,6095.946385025634,8.299999999999955,False,False,True,0,0,0,0,0
4773,M19632,303.6,312.0,1435,37.9,98,5695.3409618153755,8.399999999999977,False,False,True,0,0,0,0,0
4774,L51953,303.6,312.0,1391,50.3,101,7326.95852238377,8.399999999999977,False,True,False,0,0,0,0,0
4775,L51954,303.6,312.0,1827,23.3,103,4457.825727664309,8.399999999999977,False,True,False,0,0,0,0,0
4776,L51955,303.5,312.0,1761,25.8,105,4757.8164101555985,8.5,False,True,False,0,0,0,0,0
4777,L51956,303.5,312.1,1522,36.4,107,5801.558209433247,8.600000000000023,False,True,False,0,0,0,0,0
4778,M19637,303.5,312.2,1818,23.6,109,4492.980149457979,8.699999999999989,False,False,True,0,0,0,0,0
4779,H34192,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,True,False,False,1,0,1,0,0
4780,L51959,303.7,312.3,1511,38.9,117,6155.20729444785,8.600000000000023,False,True,False,0,0,0,0,0
4781,L51960,303.7,312.4,1404,46.6,119,6851.436586360908,8.699999999999989,False,True,False,0,0,0,0,0
4782,L51961,303.7,312.3,1384,45.9,121,6652.385275829458,8.600000000000023,False,True,False,0,0,0,0,0
4783,L51962,303.8,312.5,1368,52.6,123,7535.298475194334,8.699999999999989,False,True,False,0,0,0,0,0
4784,L51963,303.7,312.5,1641,36.0,125,6186.42425344902,8.800000000000011,False,True,False,0,0,0,0,0
4785,L51964,303.9,312.6,1642,32.3,127,5553.979764379347,8.700000000000045,False,True,False,0,0,0,0,0
4786,H34199,303.9,312.7,1401,50.0,129,7335.618846132166,8.800000000000011,True,False,False,0,0,0,0,0
4787,L51966,303.8,312.6,1577,41.3,134,6820.408122918951,8.800000000000011,False,True,False,0,0,0,0,0
4788,L51967,303.7,312.6,1396,44.1,136,6446.925116284687,8.900000000000034,False,True,False,0,0,0,0,0
4789,H34202,303.7,312.6,1514,35.5,138,5628.372678416354,8.900000000000034,True,False,False,0,0,0,0,0
4790,L51969,303.8,312.8,1646,35.8,143,6170.800065985166,9.0,False,True,False,0,0,0,0,0
4791,L51970,303.8,312.8,1443,40.7,145,6150.201690153131,9.0,False,True,False,0,0,0,0,0
4792,M19651,303.7,312.7,1469,48.5,147,7460.91603313284,9.0,False,False,True,0,0,0,0,0
4793,H34206,303.7,312.7,1564,40.2,150,6584.024219687345,9.0,True,False,False,0,0,0,0,0
4794,H34207,303.6,312.6,1498,40.2,155,6306.181765403864,9.0,True,False,False,0,0,0,0,0
4795,L51974,303.6,312.6,1699,27.9,160,4963.936304157624,9.0,False,True,False,0,0,0,0,0
4796,L51975,303.6,312.5,1431,49.0,162,7342.844509235422,8.899999999999977,False,True,False,0,0,0,0,0
4797,L51976,303.5,312.4,1390,47.3,164,6885.00973985227,8.899999999999977,False,True,False,0,0,0,0,0
4798,L51977,303.5,312.5,1380,46.1,166,6662.061381202515,9.0,False,True,False,0,0,0,0,0
4799,L51978,303.5,312.5,1457,46.4,168,7079.558100913575,9.0,False,True,False,0,0,0,0,0
4800,L51979,303.5,312.5,1418,42.2,170,6266.388258458393,9.0,False,True,False,0,0,0,0,0
4801,M19660,303.5,312.5,1353,51.0,172,7225.977262521883,9.0,False,False,True,0,0,0,0,0
4802,L51981,303.5,312.4,1574,32.7,175,5389.904852057864,8.899999999999977,False,True,False,0,0,0,0,0
4803,M19662,303.5,312.4,1318,54.2,177,7480.718538825967,8.899999999999977,False,False,True,0,0,0,0,0
4804,L51983,303.6,312.5,1710,31.4,180,5622.8225313950115,8.899999999999977,False,True,False,0,0,0,0,0
4805,L51984,303.7,312.6,1621,38.8,182,6586.328054299976,8.900000000000034,False,True,False,0,0,0,0,0
4806,L51985,303.6,312.6,1606,33.6,184,5650.845537865032,9.0,False,True,False,0,0,0,0,0
4807,H34220,303.6,312.5,1375,54.0,186,7775.441817634738,8.899999999999977,True,False,False,0,0,0,0,0
4808,L51987,303.5,312.4,1503,36.5,191,5744.873405986975,8.899999999999977,False,True,False,0,0,0,0,0
4809,L51988,303.5,312.3,1404,48.6,193,7145.489658736913,8.800000000000011,False,True,False,0,0,0,0,0
4810,L51989,303.4,312.2,1656,32.7,195,5670.700403435721,8.800000000000011,False,True,False,0,0,0,0,0
4811,M19670,303.4,312.1,1499,39.4,197,6184.811569220177,8.700000000000045,False,False,True,0,0,0,0,0
4812,M19671,303.4,312.0,1748,28.4,200,5198.623747356293,8.600000000000023,False,False,True,0,0,0,0,0
4813,L51992,303.4,311.9,1531,37.9,203,6076.3533188427455,8.5,False,True,False,0,0,0,0,0
4814,M19673,303.3,311.8,1536,40.6,205,6530.491480870175,8.5,False,False,True,0,0,0,0,0
4815,L51994,303.4,311.8,1401,53.0,208,7775.755976900096,8.400000000000034,False,True,False,1,0,0,0,1
4816,H34229,303.4,311.9,1534,33.2,210,5333.251464538129,8.5,True,False,False,0,0,0,0,0
4817,L51996,303.4,312.0,1521,35.9,215,5718.10703657839,8.600000000000023,False,True,False,1,1,0,0,0
4818,L51997,303.5,312.1,1674,30.8,0,5399.266798165562,8.600000000000023,False,True,False,0,0,0,0,0
4819,M19678,303.6,312.1,1967,20.9,2,4305.060548895748,8.5,False,False,True,0,0,0,0,0
4820,L51999,303.6,312.2,1696,30.7,5,5452.4644337663485,8.599999999999966,False,True,False,0,0,0,0,0
4821,M19680,303.6,312.1,1627,32.5,7,5537.318851339809,8.5,False,False,True,0,0,0,0,0
4822,L52001,303.5,311.9,1405,45.6,10,6709.185271006362,8.399999999999977,False,True,False,0,0,0,0,0
4823,L52002,303.5,311.9,1565,38.9,12,6375.181612052207,8.399999999999977,False,True,False,0,0,0,0,0
4824,L52003,303.5,311.9,1493,38.7,14,6050.613203034334,8.399999999999977,False,True,False,0,0,0,0,0
4825,L52004,303.4,311.8,1499,45.0,16,7063.87108159665,8.400000000000034,False,True,False,0,0,0,0,0
4826,L52005,303.3,311.8,1692,30.6,18,5421.886265271408,8.5,False,True,False,0,0,0,0,0
4827,L52006,303.4,311.8,2268,15.8,20,3752.5695928599357,8.400000000000034,False,True,False,0,0,0,0,0
4828,L52007,303.4,311.8,1438,58.9,22,8869.574763075967,8.400000000000034,False,True,False,0,0,0,0,0
4829,L52008,303.5,311.9,1515,39.2,24,6219.096817046355,8.399999999999977,False,True,False,0,0,0,0,0
4830,L52009,303.4,311.9,1491,38.2,26,5964.439316546366,8.5,False,True,False,0,0,0,0,0
4831,L52010,303.5,312.0,1756,29.7,28,5461.470332706639,8.5,False,True,False,0,0,0,0,0
4832,L52011,303.5,312.0,1366,54.5,30,7796.07160939331,8.5,False,True,False,1,0,1,0,0
4833,L52012,303.5,312.0,1436,45.1,32,6782.028332667597,8.5,False,True,False,0,0,0,0,0
4834,L52013,303.4,311.9,1377,41.6,34,5998.682676470495,8.5,False,True,False,1,0,1,0,0
4835,M19694,303.4,311.9,1510,42.2,36,6672.95223573496,8.5,False,False,True,0,0,0,0,0
4836,M19695,303.4,311.9,1419,50.9,39,7563.604225003178,8.5,False,False,True,0,0,0,0,0
4837,L52016,303.3,311.8,1315,62.0,42,8537.801634905862,8.5,False,True,False,1,0,1,0,0
4838,H34251,303.3,311.8,1806,27.7,44,5238.731413567123,8.5,True,False,False,0,0,0,0,0
4839,H34252,303.3,311.8,1649,29.4,49,5076.876560054177,8.5,True,False,False,0,0,0,0,0
4840,H34253,303.4,311.9,1402,50.0,54,7340.85483388815,8.5,True,False,False,0,0,0,0,0
4841,L52020,303.4,311.9,1298,63.9,59,8685.686873085844,8.5,False,True,False,1,0,1,0,0
4842,M19701,303.3,311.8,1441,44.9,61,6775.462404021594,8.5,False,False,True,0,0,0,0,0
4843,M19702,303.3,311.8,1489,49.4,64,7702.829139434765,8.5,False,False,True,0,0,0,0,0
4844,L52023,303.3,311.8,1842,24.5,67,4725.897828795125,8.5,False,True,False,0,0,0,0,0
4845,M19704,303.4,311.8,1316,50.9,69,7014.589964837337,8.400000000000034,False,False,True,1,0,1,0,0
4846,M19705,303.3,311.8,1583,33.3,72,5520.186699402232,8.5,False,False,True,0,0,0,0,0
4847,M19706,303.3,311.8,1548,33.5,75,5430.557060995316,8.5,False,False,True,0,0,0,0,0
4848,L52027,303.4,311.9,1434,44.6,78,6697.4985463350085,8.5,False,True,False,0,0,0,0,0
4849,H34262,303.5,312.0,1397,52.9,80,7738.926039024512,8.5,True,False,False,0,0,0,0,0
4850,M19709,303.5,312.0,1475,42.9,85,6626.404304584271,8.5,False,False,True,0,0,0,0,0
4851,L52030,303.5,312.0,1441,56.8,88,8571.186292838007,8.5,False,True,False,0,0,0,0,0
4852,L52031,303.7,312.1,1363,51.8,90,7393.570758615386,8.400000000000034,False,True,False,1,0,1,0,0
4853,L52032,303.7,312.2,1619,34.9,92,5916.990795501648,8.5,False,True,False,0,0,0,0,0
4854,L52033,303.7,312.2,1487,34.0,94,5294.4213793397585,8.5,False,True,False,0,0,0,0,0
4855,L52034,303.7,312.2,1568,33.8,96,5549.979469733776,8.5,False,True,False,0,0,0,0,0
4856,L52035,303.7,312.3,1375,46.2,98,6652.322443976387,8.600000000000023,False,True,False,0,0,0,0,0
4857,M19716,303.6,312.3,1698,31.3,100,5565.582713246606,8.699999999999989,False,False,True,0,0,0,0,0
4858,L52037,303.7,312.3,1606,37.4,103,6289.929259409291,8.600000000000023,False,True,False,0,0,0,0,0
4859,L52038,303.7,312.3,1349,51.0,105,7204.614432477472,8.600000000000023,False,True,False,0,0,0,0,0
4860,L52039,303.7,312.4,1535,38.6,107,6204.750210594961,8.699999999999989,False,True,False,0,0,0,0,0
4861,M19720,303.6,312.4,1504,49.5,109,7796.176329148429,8.799999999999955,False,False,True,0,0,0,0,0
4862,L52041,303.5,312.3,1946,21.1,112,4299.855977066302,8.800000000000011,False,True,False,0,0,0,0,0
4863,L52042,303.5,312.1,1326,55.7,114,7734.412617578855,8.600000000000023,False,True,False,0,0,0,0,0
4864,M19723,303.6,312.3,1915,22.3,116,4472.004782507511,8.699999999999989,False,False,True,0,0,0,0,0
4865,L52044,303.6,312.3,1451,43.4,119,6594.559027052382,8.699999999999989,False,True,False,0,0,0,0,0
4866,M19725,303.5,312.3,1624,34.8,121,5918.2579045385955,8.800000000000011,False,False,True,0,0,0,0,0
4867,L52046,303.6,312.4,1781,28.7,124,5352.718867014873,8.799999999999955,False,True,False,0,0,0,0,0
4868,L52047,303.6,312.5,1345,54.1,126,7619.880621404483,8.899999999999977,False,True,False,0,0,0,0,0
4869,L52048,303.6,312.4,1418,46.0,128,6830.660186945167,8.799999999999955,False,True,False,0,0,0,0,0
4870,L52049,303.7,312.4,1718,26.5,130,4767.57629133275,8.699999999999989,False,True,False,0,0,0,0,0
4871,M19730,303.7,312.4,1631,28.5,132,4867.740737104705,8.699999999999989,False,False,True,0,0,0,0,0
4872,L52051,303.7,312.4,1513,40.1,135,6353.483678791414,8.699999999999989,False,True,False,0,0,0,0,0
4873,L52052,303.7,312.4,1316,59.3,137,8172.204025832104,8.699999999999989,False,True,False,0,0,0,0,0
4874,M19733,303.7,312.4,1474,38.8,139,5989.048458999485,8.699999999999989,False,False,True,0,0,0,0,0
4875,L52054,303.8,312.5,1619,30.9,142,5238.825661346731,8.699999999999989,False,True,False,0,0,0,0,0
4876,L52055,303.7,312.4,1702,31.2,144,5560.87032426622,8.699999999999989,False,True,False,0,0,0,0,0
4877,M19736,303.7,312.4,1540,37.4,146,6031.439015871924,8.699999999999989,False,False,True,0,0,0,0,0
4878,M19737,303.7,312.4,1546,33.7,149,5455.920185685299,8.699999999999989,False,False,True,0,0,0,0,0
4879,L52058,303.7,312.4,1348,51.0,152,7199.27372496637,8.699999999999989,False,True,False,0,0,0,0,0
4880,H34293,303.7,312.5,1520,35.6,154,5666.595389035029,8.800000000000011,True,False,False,0,0,0,0,0
4881,M19740,303.8,312.6,1527,41.9,159,6700.106068237486,8.800000000000011,False,False,True,0,0,0,0,0
4882,M19741,303.8,312.6,1406,47.1,162,6934.814455387181,8.800000000000011,False,False,True,0,0,0,0,0
4883,L52062,303.7,312.5,1462,46.2,165,7073.2330277043475,8.800000000000011,False,True,False,0,0,0,0,0
4884,M19743,303.8,312.6,1684,29.3,167,5166.998381310157,8.800000000000011,False,False,True,0,0,0,0,0
4885,H34298,303.8,312.5,1655,28.0,170,4852.713452245034,8.699999999999989,True,False,False,0,0,0,0,0
4886,H34299,303.8,312.5,1748,25.1,175,4594.558311924048,8.699999999999989,True,False,False,0,0,0,0,0
4887,L52066,303.8,312.5,1372,45.7,180,6565.970533904715,8.699999999999989,False,True,False,0,0,0,0,0
4888,L52067,303.7,312.5,1481,33.3,182,5164.495579162795,8.800000000000011,False,True,False,0,0,0,0,0
4889,L52068,303.7,312.4,1512,39.2,184,6206.781773844283,8.699999999999989,False,True,False,0,0,0,0,0
4890,L52069,303.7,312.5,1632,36.6,186,6255.036637003422,8.800000000000011,False,True,False,0,0,0,0,0
4891,L52070,303.7,312.4,1525,43.9,188,7010.725805873421,8.699999999999989,False,True,False,0,0,0,0,0
4892,M19751,303.7,312.3,1756,26.4,190,4854.640295739235,8.600000000000023,False,False,True,0,0,0,0,0
4893,L52072,303.7,312.3,1922,23.1,193,4649.3686317536785,8.600000000000023,False,True,False,0,0,0,0,0
4894,M19753,303.8,312.5,1448,44.3,195,6717.395299807743,8.699999999999989,False,False,True,0,0,0,0,0
4895,H34308,303.8,312.5,1447,46.6,198,7061.274031669682,8.699999999999989,True,False,False,0,0,0,0,0
4896,M19755,303.8,312.4,1597,33.4,203,5585.730794131628,8.599999999999966,False,False,True,0,0,0,0,0
4897,M19756,303.7,312.4,1642,32.3,206,5553.979764379347,8.699999999999989,False,False,True,0,0,0,0,0
4898,H34311,303.8,312.5,1525,38.0,209,6068.509809184283,8.699999999999989,True,False,False,0,0,0,0,0
4899,H34312,303.6,312.4,1460,53.7,214,8210.238240891566,8.799999999999955,True,False,False,0,0,0,0,0
4900,L52079,303.6,312.3,2168,17.7,219,4018.4739950597755,8.699999999999989,False,True,False,0,0,0,0,0
4901,L52080,303.6,312.4,1388,41.9,221,6090.207742445077,8.799999999999955,False,True,False,0,0,0,0,0
4902,M19761,303.6,312.3,1630,32.4,223,5530.459707379471,8.699999999999989,False,False,True,0,0,0,0,0
4903,L52082,303.6,312.3,1616,29.3,226,4958.354741209746,8.699999999999989,False,True,False,0,0,0,0,0
4904,L52083,303.6,312.4,2232,16.8,0,3926.739489574954,8.799999999999955,False,True,False,0,0,0,0,0
4905,H34318,303.6,312.4,1480,50.7,2,7857.751545158791,8.799999999999955,True,False,False,0,0,0,0,0
4906,L52085,303.6,312.4,1363,53.1,7,7579.123692711912,8.799999999999955,False,True,False,0,0,0,0,0
4907,H34320,303.6,312.4,1436,45.6,9,6857.217116843513,8.799999999999955,True,False,False,0,0,0,0,0
4908,M19767,303.6,312.5,1607,33.7,14,5671.192586284783,8.899999999999977,False,False,True,0,0,0,0,0
4909,M19768,303.6,312.5,1459,48.2,17,7364.29111508393,8.899999999999977,False,False,True,0,0,0,0,0
4910,L52089,303.5,312.4,1481,43.7,20,6777.431135417844,8.899999999999977,False,True,False,0,0,0,0,0
4911,M19770,303.5,312.4,1606,31.7,22,5331.303677092902,8.899999999999977,False,False,True,0,0,0,0,0
4912,L52091,303.5,312.3,1681,29.8,25,5245.810469013212,8.800000000000011,False,True,False,0,0,0,0,0
4913,L52092,303.5,312.2,1511,37.1,27,5870.390504473399,8.699999999999989,False,True,False,0,0,0,0,0
4914,M19773,303.5,312.3,1593,35.2,29,5872.013660677754,8.800000000000011,False,False,True,0,0,0,0,0
4915,M19774,303.5,312.3,1532,41.7,32,6689.958723966393,8.800000000000011,False,False,True,0,0,0,0,0
4916,H34329,303.5,312.3,1386,49.0,35,7111.937449196574,8.800000000000011,True,False,False,0,0,0,0,0
4917,H34330,303.4,312.3,1769,27.9,40,5168.453985906319,8.900000000000034,True,False,False,0,0,0,0,0
4918,M19777,303.4,312.2,1561,38.2,45,6244.459941736337,8.800000000000011,False,False,True,0,0,0,0,0
4919,L52098,303.3,312.2,1457,40.7,48,6209.871006620313,8.899999999999977,False,True,False,0,0,0,0,0
4920,L52099,303.3,312.2,1506,40.0,50,6308.318048408304,8.899999999999977,False,True,False,0,0,0,0,0
4921,L52100,303.4,312.2,1337,69.4,52,9716.715694091967,8.800000000000011,False,True,False,1,0,0,1,0
4922,L52101,303.4,312.3,1287,54.8,54,7385.633001177315,8.900000000000034,False,True,False,0,0,0,0,0
4923,M19782,303.4,312.2,1615,35.7,56,6037.669841301545,8.800000000000011,False,False,True,0,0,0,0,0
4924,M19783,303.4,312.2,1972,23.5,59,4852.922891755273,8.800000000000011,False,False,True,0,0,0,0,0
4925,H34338,303.4,312.3,1522,42.1,62,6710.043972998344,8.900000000000034,True,False,False,0,0,0,0,0
4926,L52105,303.4,312.3,1680,30.6,67,5383.43317119147,8.900000000000034,False,True,False,0,0,0,0,0
4927,L52106,303.4,312.3,1502,36.0,69,5662.406598830243,8.900000000000034,False,True,False,0,0,0,0,0
4928,M19787,303.5,312.3,1543,33.3,71,5380.699985582845,8.800000000000011,False,False,True,0,0,0,0,0
4929,L52108,303.5,312.3,1584,35.2,74,5838.8384422558465,8.800000000000011,False,True,False,0,0,0,0,0
4930,L52109,303.5,312.4,1340,44.5,76,6244.438997785312,8.899999999999977,False,True,False,0,0,0,0,0
4931,L52110,303.4,312.3,1663,33.9,78,5903.649498699403,8.900000000000034,False,True,False,0,0,0,0,0
4932,M19791,303.3,312.1,1693,30.0,80,5318.71636252752,8.800000000000011,False,False,True,0,0,0,0,0
4933,L52112,303.3,312.1,1418,44.7,83,6637.619790357587,8.800000000000011,False,True,False,0,0,0,0,0
4934,H34347,303.4,312.2,1554,36.8,85,5988.629579979006,8.800000000000011,True,False,False,0,0,0,0,0
4935,L52114,303.4,312.2,1580,35.8,90,5923.368228588435,8.800000000000011,False,True,False,0,0,0,0,0
4936,L52115,303.4,312.3,1479,42.8,92,6628.886162780605,8.900000000000034,False,True,False,0,0,0,0,0
4937,L52116,303.5,312.4,1284,70.6,94,9492.887689499204,8.899999999999977,False,True,False,1,0,0,1,0
4938,L52117,303.4,312.3,1540,38.7,96,6241.087965621484,8.900000000000034,False,True,False,0,0,0,0,0
4939,M19798,303.5,312.4,1606,30.1,98,5062.215794337425,8.899999999999977,False,False,True,0,0,0,0,0
4940,L52119,303.6,312.5,1286,62.4,101,8403.383357234265,8.899999999999977,False,True,False,0,0,0,0,0
4941,L52120,303.6,312.6,1502,39.5,103,6212.918351494293,9.0,False,True,False,0,0,0,0,0
4942,M19801,303.6,312.7,1699,31.5,105,5604.444214371511,9.099999999999966,False,False,True,0,0,0,0,0
4943,L52122,303.5,312.6,1602,34.2,108,5737.427831397968,9.100000000000023,False,True,False,0,0,0,0,0
4944,H34357,303.6,312.6,1436,42.0,110,6315.85787077692,9.0,True,False,False,0,0,0,0,0
4945,M19804,303.6,312.7,1765,27.5,115,5082.835114120486,9.099999999999966,False,False,True,0,0,0,0,0
4946,L52125,303.6,312.7,1418,44.1,118,6548.52422270178,9.099999999999966,False,True,False,0,0,0,0,0
4947,M19806,303.7,312.7,1669,31.7,120,5540.439500042375,9.0,False,False,True,0,0,0,0,0
4948,L52127,303.7,312.7,1395,53.9,123,7873.930747324777,9.0,False,True,False,0,0,0,0,0
4949,M19808,303.8,312.7,1500,41.7,125,6550.220682734719,8.899999999999977,False,False,True,0,0,0,0,0
4950,M19809,303.8,312.7,1555,33.4,128,5438.829921649769,8.899999999999977,False,False,True,0,0,0,0,0
4951,M19810,303.8,312.7,1919,20.2,131,4059.335643507467,8.899999999999977,False,False,True,0,0,0,0,0
4952,L52131,303.8,312.7,1596,36.6,134,6117.057887657757,8.899999999999977,False,True,False,0,0,0,0,0
4953,M19812,303.8,312.7,1374,53.6,136,7712.232973444511,8.899999999999977,False,False,True,0,0,0,0,0
4954,L52133,303.7,312.5,1670,26.1,139,4564.41996640061,8.800000000000011,False,True,False,0,0,0,0,0
4955,L52134,303.7,312.6,1702,29.1,141,5186.580975517533,8.900000000000034,False,True,False,0,0,0,0,0
4956,M19815,303.8,312.5,1366,45.1,143,6451.428065754832,8.699999999999989,False,False,True,0,0,0,0,0
4957,M19816,303.8,312.5,2344,15.2,146,3731.0392112073337,8.699999999999989,False,False,True,0,0,0,0,0
4958,M19817,303.8,312.6,1768,23.9,149,4424.954196532247,8.800000000000011,False,False,True,0,0,0,0,0
4959,L52138,303.8,312.5,1523,47.0,152,7495.944791220366,8.699999999999989,False,True,False,0,0,0,0,0
4960,L52139,303.8,312.6,1735,25.9,154,4705.739275934591,8.800000000000011,False,True,False,0,0,0,0,0
4961,L52140,303.9,312.7,1339,62.3,156,8735.690556155481,8.800000000000011,False,True,False,0,0,0,0,0
4962,L52141,303.9,312.7,1800,24.3,158,4580.442088933918,8.800000000000011,False,True,False,0,0,0,0,0
4963,M19822,304.0,312.7,1456,51.2,160,7806.5645288563,8.699999999999989,False,False,True,0,0,0,0,0
4964,L52143,303.9,312.7,1789,24.4,163,4571.18486258134,8.800000000000011,False,True,False,0,0,0,0,0
4965,L52144,303.9,312.7,1602,33.9,165,5687.0995170874585,8.800000000000011,False,True,False,0,0,0,0,0
4966,M19825,303.8,312.7,1364,49.3,167,7041.900876972544,8.899999999999977,False,False,True,0,0,0,0,0
4967,L52146,303.8,312.6,1793,28.1,170,5276.1268381203545,8.800000000000011,False,True,False,0,0,0,0,0
4968,L52147,303.9,312.6,1426,53.4,172,7974.241800753899,8.700000000000045,False,True,False,0,0,0,0,0
4969,M19828,303.9,312.7,1485,43.3,174,6733.532614071682,8.800000000000011,False,False,True,0,0,0,0,0
4970,L52149,303.9,312.7,1528,38.4,177,6144.452575597061,8.800000000000011,False,True,False,0,0,0,0,0
4971,L52150,303.8,312.6,1565,36.0,179,5899.911003441632,8.800000000000011,False,True,False,0,0,0,0,0
4972,L52151,303.8,312.7,1838,27.8,181,5350.802495496183,8.899999999999977,False,True,False,0,0,0,0,0
4973,H34386,303.8,312.6,1811,24.9,183,4722.222165390425,8.800000000000011,True,False,False,0,0,0,0,0
4974,L52153,303.8,312.7,1461,38.2,188,5844.430477179236,8.899999999999977,False,True,False,0,0,0,0,0
4975,L52154,303.8,312.7,1414,41.7,190,6174.674696924594,8.899999999999977,False,True,False,0,0,0,0,0
4976,L52155,303.7,312.7,1426,45.5,192,6794.531871428884,9.0,False,True,False,0,0,0,0,0
4977,L52156,303.7,312.7,1359,56.8,194,8083.443561392681,9.0,False,True,False,1,0,0,0,1
4978,L52157,303.7,312.7,1540,44.8,196,7224.825345215567,9.0,False,True,False,0,0,0,0,0
4979,L52158,303.6,312.7,1429,47.7,198,7138.044084147904,9.099999999999966,False,True,False,0,0,0,0,0
4980,M19839,303.7,312.7,1612,36.3,200,6127.739302679963,9.0,False,False,True,0,0,0,0,0
4981,M19840,303.7,312.8,1685,31.8,203,5611.1986385767295,9.100000000000023,False,False,True,0,0,0,0,0
4982,M19841,303.7,312.8,1558,37.7,206,6150.882368561408,9.100000000000023,False,False,True,0,0,0,0,0
4983,L52162,303.7,313.0,1811,24.3,209,4608.433679477403,9.300000000000011,False,True,False,0,0,0,0,0
4984,L52163,303.8,313.1,1869,25.8,211,5049.607535821018,9.300000000000011,False,True,False,0,0,0,0,0
4985,L52164,303.8,313.1,1256,58.7,213,7720.69432965818,9.300000000000011,False,True,False,1,0,0,0,1
4986,M19845,303.8,313.0,1789,23.5,215,4402.575584863176,9.199999999999989,False,False,True,0,0,0,0,0
4987,L52166,303.7,312.9,1502,40.5,0,6370.207423684023,9.199999999999989,False,True,False,0,0,0,0,0
4988,M19847,303.7,313.0,1303,54.4,2,7422.871346097867,9.300000000000011,False,False,True,0,0,0,0,0
4989,L52168,303.8,313.1,2497,13.0,5,3399.307970939276,9.300000000000011,False,True,False,1,0,0,1,0
4990,L52169,303.9,313.2,1499,37.4,7,5870.861743371437,9.300000000000011,False,True,False,0,0,0,0,0
4991,L52170,303.9,313.2,1393,46.5,9,6783.1697779984015,9.300000000000011,False,True,False,0,0,0,0,0
4992,M19851,303.9,313.0,1475,41.0,11,6332.927190861425,9.100000000000023,False,False,True,0,0,0,0,0
4993,L52172,303.8,312.9,1573,34.6,14,5699.456448191579,9.099999999999966,False,True,False,0,0,0,0,0
4994,L52173,303.8,312.9,1819,23.7,16,4514.500059135068,9.099999999999966,False,True,False,0,0,0,0,0
4995,M19854,303.5,312.6,1642,29.4,18,5055.325234450552,9.100000000000023,False,False,True,0,0,0,0,0
4996,L52175,303.6,312.6,1540,39.8,21,6418.483230794186,9.0,False,True,False,0,0,0,0,0
4997,M19856,303.6,312.8,1400,43.2,23,6333.450789637023,9.199999999999989,False,False,True,0,0,0,0,0
4998,M19857,303.6,312.8,2659,11.4,26,3174.3280490401985,9.199999999999989,False,False,True,1,0,0,1,0
4999,M19858,303.6,312.8,1825,25.2,29,4816.061537953153,9.199999999999989,False,False,True,0,0,0,0,0
5000,M19859,303.7,312.9,1532,41.3,32,6625.786458029064,9.199999999999989,False,False,True,0,0,0,0,0
5001,L52180,303.7,312.8,1832,23.6,35,4527.579556549515,9.100000000000023,False,True,False,0,0,0,0,0
