,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
8525,300.7,310.9,1356,65.3,66,False,True,False
8526,300.8,310.6,1577,37.9,227,False,True,False
8527,303.4,312.2,1337,69.4,52,False,True,False
8528,298.9,309.1,2861,4.6,143,False,True,False
8529,301.9,310.4,1373,48.0,73,False,False,True
8530,302.7,312.2,1450,52.1,213,False,True,False
8531,299.3,308.9,1258,69.4,119,False,True,False
8532,298.3,308.0,2886,3.8,57,False,True,False
8533,299.1,310.1,1435,48.8,229,False,True,False
8534,300.5,311.2,1270,67.5,208,False,True,False
8535,298.9,309.1,2861,4.6,143,False,True,False
8536,299.1,308.8,1320,67.5,20,False,True,False
8537,302.3,310.9,1377,46.8,166,False,True,False
8538,302.1,311.2,1454,59.2,153,False,True,False
8539,302.3,310.9,1379,49.3,34,False,True,False
8540,303.7,312.7,1359,56.8,194,False,True,False
8541,298.7,309.8,1181,65.9,203,False,True,False
8542,301.5,310.7,1336,65.6,0,False,False,True
8543,297.4,308.4,1369,50.6,220,False,True,False
8544,299.0,310.4,1365,49.1,226,False,True,False
8545,296.9,307.8,1549,35.8,206,True,False,False
8546,302.7,312.4,1477,46.3,251,False,True,False
8547,299.6,310.9,1229,65.2,209,False,True,False
8548,298.3,308.1,1412,52.3,218,False,True,False
8549,298.8,309.9,1439,45.2,40,True,False,False
8550,297.4,308.3,1475,40.5,222,False,True,False
8551,302.2,310.6,1346,49.2,134,False,False,True
8552,300.6,311.9,1372,60.1,212,False,True,False
8553,302.0,310.9,1378,53.1,212,False,True,False
8554,299.0,309.9,1373,55.7,201,False,True,False
8555,297.4,308.7,2874,4.2,118,False,True,False
8556,300.6,311.9,1372,60.1,212,False,True,False
8557,301.7,310.9,1405,46.4,207,False,True,False
8558,300.5,309.8,1663,29.1,145,False,True,False
8559,296.9,307.5,2721,9.3,18,False,True,False
8560,298.2,307.6,1511,31.0,209,False,True,False
8561,301.5,310.7,1336,65.6,0,False,False,True
8562,301.1,310.4,1312,73.6,49,False,True,False
8563,299.1,310.0,1367,56.3,203,False,True,False
8564,299.3,308.4,1542,37.5,203,False,False,True
8565,300.5,309.3,1417,51.5,231,False,True,False
8566,298.9,309.8,1287,61.9,216,False,True,False
8567,301.9,310.5,1340,55.7,204,False,True,False
8568,296.4,307.4,2833,5.6,213,False,True,False
8569,298.3,308.0,2886,3.8,57,False,True,False
8570,301.9,311.0,2691,12.1,31,False,True,False
8571,302.5,310.2,1307,54.0,86,False,True,False
8572,302.4,310.2,1351,45.1,168,False,True,False
8573,303.4,312.0,1521,35.9,215,False,True,False
8574,304.0,312.9,1363,62.5,200,False,True,False
8575,300.8,310.1,1405,61.2,189,False,True,False
8576,297.9,307.4,1604,36.1,225,True,False,False
8577,299.7,309.2,1685,28.9,179,False,False,True
8578,301.9,310.9,1419,47.7,20,False,False,True
8579,300.4,309.9,2563,12.8,81,True,False,False
8580,301.3,310.1,1269,56.8,195,False,True,False
8581,300.5,311.1,1296,61.3,202,False,False,True
8582,302.0,309.7,1386,62.7,142,False,False,True
8583,302.3,310.8,1377,47.3,22,False,True,False
8584,302.0,309.9,1308,57.6,197,False,True,False
8585,299.1,310.0,1367,56.3,203,False,True,False
8586,299.1,309.8,1398,55.4,217,False,True,False
8587,300.6,310.7,1438,48.5,78,False,True,False
8588,298.1,308.2,1420,63.9,19,False,False,True
8589,303.4,311.8,1316,50.9,69,False,False,True
8590,296.9,307.8,1549,35.8,206,True,False,False
8591,302.3,310.9,1366,48.4,130,True,False,False
8592,303.8,313.1,2497,13.0,5,False,True,False
8593,301.4,310.8,1285,62.6,183,False,True,False
8594,298.5,309.5,1294,66.7,12,False,True,False
8595,298.6,308.2,1361,68.2,172,False,True,False
8596,298.8,310.1,1243,74.5,194,False,False,True
8597,301.0,310.5,1379,57.3,204,False,True,False
8598,299.3,308.9,1258,69.4,119,False,True,False
8599,302.3,311.8,1369,56.2,208,False,True,False
8600,301.7,309.5,1298,65.5,229,False,True,False
8601,301.7,310.9,1405,46.4,207,False,True,False
8602,302.1,310.0,1355,45.1,6,False,False,True
8603,302.0,310.5,1370,44.4,85,False,True,False
8604,303.5,311.6,1361,46.5,62,False,True,False
8605,301.6,310.8,1355,57.8,195,False,True,False
8606,300.5,309.8,1379,54.2,207,False,True,False
8607,303.4,312.0,1521,35.9,215,False,True,False
8608,303.2,311.5,1336,58.2,2,False,False,True
8609,301.1,310.4,1312,73.6,49,False,True,False
8610,299.1,308.8,1329,53.6,207,False,True,False
8611,297.6,309.6,1501,49.8,222,False,True,False
8612,302.3,310.1,1321,52.7,134,False,True,False
8613,299.7,309.2,1685,28.9,179,False,False,True
8614,299.0,310.2,1377,62.5,92,False,True,False
8615,300.5,309.3,1417,51.5,231,False,True,False
8616,300.8,310.1,1405,61.2,189,False,True,False
8617,297.8,309.0,1403,64.2,0,False,True,False
8618,300.3,311.2,1381,65.2,136,False,False,True
8619,300.2,311.0,1255,71.8,149,False,True,False
8620,299.1,308.8,1320,67.5,20,False,True,False
8621,296.3,307.2,1319,68.3,24,False,False,True
8622,302.1,310.0,1355,45.1,6,False,False,True
8623,299.6,310.7,1922,23.3,205,False,True,False
8624,300.0,311.4,1692,29.0,216,False,False,True
8625,301.9,310.9,1419,47.7,20,False,False,True
8626,302.3,310.1,1353,50.9,36,False,True,False
8627,297.6,309.6,1501,49.8,222,False,True,False
8628,297.0,308.1,1362,52.5,213,False,True,False
8629,297.0,308.1,1362,52.5,213,False,True,False
8630,303.2,311.4,1349,51.1,9,False,True,False
8631,300.7,310.4,1416,61.8,209,False,True,False
8632,302.3,310.9,1710,30.4,218,False,False,True
8633,301.6,310.1,1362,55.8,70,False,True,False
8634,300.7,311.8,1336,58.4,189,False,True,False
8635,303.4,312.0,1521,35.9,215,False,True,False
8636,302.7,312.4,1477,46.3,251,False,True,False
8637,302.0,310.4,1212,55.6,79,False,False,True
8638,297.0,307.8,1316,61.2,200,False,True,False
8639,303.4,311.9,1298,63.9,59,False,True,False
8640,302.4,310.2,1351,45.1,168,False,True,False
8641,301.1,310.4,1312,73.6,49,False,True,False
8642,300.8,309.4,1342,62.4,113,False,False,True
8643,302.6,310.4,1365,66.8,80,False,True,False
8644,302.3,310.9,1377,46.8,166,False,True,False
8645,299.7,309.2,1685,28.9,179,False,False,True
8646,302.5,310.2,1307,54.0,86,False,True,False
8647,299.5,308.7,2549,13.0,179,False,True,False
8648,302.1,310.1,1379,48.2,166,False,False,True
8649,302.1,310.0,1355,45.1,6,False,False,True
8650,295.7,306.2,2270,14.6,149,False,True,False
8651,303.1,311.3,1336,52.6,172,False,True,False
8652,303.1,312.4,1404,61.5,127,False,True,False
8653,302.2,310.6,1346,49.2,134,False,False,True
8654,301.6,310.6,1309,65.8,75,False,False,True
8655,302.3,311.4,1333,66.7,205,False,True,False
8656,301.8,310.3,1341,50.5,64,False,True,False
8657,301.6,310.1,1362,55.8,70,False,True,False
8658,296.7,307.8,1258,69.0,105,False,False,True
8659,299.5,309.4,1390,58.8,195,False,True,False
8660,302.3,310.1,1353,50.9,36,False,True,False
8661,302.6,311.0,1369,60.0,93,False,True,False
8662,302.3,310.9,1379,49.3,34,False,True,False
8663,299.6,309.2,1867,23.4,225,False,False,True
8664,301.4,310.8,1285,62.6,183,False,True,False
8665,300.5,311.8,1524,38.9,214,False,True,False
8666,301.6,310.6,1309,65.8,75,False,False,True
8667,303.1,312.4,1404,61.5,127,False,True,False
8668,303.5,312.0,1366,54.5,30,False,True,False
8669,303.4,312.2,1337,69.4,52,False,True,False
8670,302.5,310.2,1307,54.0,86,False,True,False
8671,302.0,311.2,1270,65.3,182,False,True,False
8672,300.5,311.1,1296,61.3,202,False,False,True
8673,303.5,312.0,1366,54.5,30,False,True,False
8674,298.5,309.5,1385,46.3,203,False,True,False
8675,301.0,310.6,1493,37.8,206,False,True,False
8676,298.7,309.8,1354,53.3,212,False,True,False
8677,296.3,307.2,1319,68.3,24,False,False,True
8678,303.2,311.2,1363,46.7,29,False,True,False
8679,302.2,310.6,1346,49.2,134,False,False,True
8680,299.2,310.7,1737,27.0,225,False,True,False
8681,301.9,310.6,1331,68.6,85,False,True,False
8682,299.3,308.9,1258,69.4,119,False,True,False
8683,299.6,310.9,1229,65.2,209,False,True,False
8684,303.4,312.2,1337,69.4,52,False,True,False
8685,301.9,310.5,1340,55.7,204,False,True,False
8686,301.3,310.1,1269,56.8,195,False,True,False
8687,296.9,307.8,1400,57.1,202,False,True,False
8688,302.7,311.6,2709,9.7,2,False,False,True
8689,297.8,309.0,1403,64.2,0,False,True,False
8690,301.8,310.6,2672,11.8,124,False,True,False
8691,298.3,308.0,2886,3.8,57,False,True,False
8692,300.7,310.2,1364,65.3,208,True,False,False
8693,300.5,311.2,1270,67.5,208,False,True,False
8694,301.8,310.6,2672,11.8,124,False,True,False
8695,297.9,309.8,1336,71.6,31,False,True,False
8696,298.2,308.5,2678,10.7,86,False,False,True
8697,300.8,309.4,1342,62.4,113,False,False,True
8698,302.1,311.0,1351,60.3,207,False,False,True
8699,298.8,309.9,1439,45.2,40,True,False,False
8700,296.3,307.2,1319,68.3,24,False,False,True
8701,302.7,312.2,1450,52.1,213,False,True,False
8702,296.3,307.2,1319,68.3,24,False,False,True
8703,299.7,309.2,1685,28.9,179,False,False,True
8704,296.3,307.2,1319,68.3,24,False,False,True
8705,302.1,310.7,1325,45.1,208,False,True,False
8706,298.1,308.2,1420,63.9,19,False,False,True
8707,296.4,307.4,2833,5.6,213,False,True,False
8708,301.0,311.0,1399,58.0,190,False,True,False
8709,298.4,308.2,1282,60.7,216,False,True,False
8710,298.2,307.6,1511,31.0,209,False,True,False
8711,299.6,309.2,1867,23.4,225,False,False,True
8712,301.7,309.5,1298,65.5,229,False,True,False
8713,298.5,309.5,1294,66.7,12,False,True,False
8714,302.6,310.2,2676,10.8,84,False,False,True
8715,298.1,307.7,2567,12.8,125,False,True,False
8716,300.6,309.4,1367,63.2,45,False,False,True
8717,302.3,310.9,1366,48.4,130,True,False,False
8718,302.1,310.7,1364,47.8,213,False,False,True
8719,301.9,310.9,1419,47.7,20,False,False,True
8720,297.1,308.5,1323,44.4,207,False,True,False
8721,298.0,308.2,1365,52.9,218,False,True,False
8722,301.6,310.8,1355,57.8,195,False,True,False
8723,300.3,309.9,1394,46.7,210,True,False,False
8724,302.4,310.3,1374,51.2,163,False,True,False
8725,302.7,310.5,1263,67.8,197,False,True,False
8726,298.5,309.5,1294,66.7,12,False,True,False
8727,301.7,310.2,1331,61.2,47,False,True,False
8728,302.0,309.8,1280,57.3,147,True,False,False
8729,298.2,307.6,1511,31.0,209,False,True,False
8730,298.9,309.1,2861,4.6,143,False,True,False
8731,298.8,310.1,1243,74.5,194,False,False,True
8732,302.1,310.7,1364,47.8,213,False,False,True
8733,300.4,311.6,1200,76.6,3,False,True,False
8734,302.0,309.9,1308,57.6,197,False,True,False
8735,302.4,310.7,1362,54.8,155,False,True,False
8736,300.7,311.9,1335,57.1,194,False,True,False
8737,302.3,311.8,1363,54.0,119,False,False,True
8738,303.0,312.2,1257,71.3,122,False,False,True
8739,296.7,307.8,1258,69.0,105,False,False,True
8740,304.0,312.9,1363,62.5,200,False,True,False
8741,301.1,310.4,1312,73.6,49,False,True,False
8742,302.0,309.9,1308,57.6,197,False,True,False
8743,300.5,311.2,1270,67.5,208,False,True,False
8744,301.5,310.4,2639,12.0,21,False,False,True
8745,300.7,311.9,1399,50.2,222,False,True,False
8746,302.6,311.0,1369,60.0,93,False,True,False
8747,301.5,310.9,2760,8.0,15,False,True,False
8748,295.7,306.2,2270,14.6,149,False,True,False
8749,302.4,310.2,1351,45.1,168,False,True,False
8750,298.0,308.7,1479,58.5,176,False,False,True
8751,298.4,309.5,2153,15.3,98,False,True,False
8752,301.9,309.9,1374,48.5,180,False,True,False
8753,303.3,311.8,1315,62.0,42,False,True,False
8754,299.1,310.0,1367,56.3,203,False,True,False
8755,303.7,311.9,1332,52.7,66,True,False,False
8756,300.8,310.6,1577,37.9,227,False,True,False
8757,297.4,308.4,1369,50.6,220,False,True,False
8758,303.0,311.2,1341,51.0,174,False,True,False
8759,299.1,308.8,1329,53.6,207,False,True,False
8760,302.0,310.8,1383,50.3,231,False,True,False
8761,300.7,310.2,1364,65.3,208,True,False,False
8762,298.6,309.8,2271,16.2,218,False,True,False
8763,303.8,313.0,1365,59.9,205,False,True,False
8764,300.1,311.3,2579,12.5,64,False,True,False
8765,298.4,308.2,1282,60.7,216,False,True,False
8766,302.4,311.0,1338,67.6,194,False,True,False
8767,301.9,309.9,1374,48.5,180,False,True,False
8768,302.4,310.7,1362,54.8,155,False,True,False
8769,301.9,310.9,1419,47.7,20,False,False,True
8770,302.3,310.1,1321,52.7,134,False,True,False
8771,298.1,308.2,1420,63.9,19,False,False,True
8772,298.0,308.2,1365,52.9,218,False,True,False
8773,299.4,308.7,1446,62.9,134,False,True,False
8774,302.1,311.2,1454,59.2,153,False,True,False
8775,302.4,310.2,1351,45.1,168,False,True,False
8776,303.2,311.4,1324,54.2,228,False,True,False
8777,302.0,310.9,1378,53.1,212,False,True,False
8778,298.5,309.5,1294,66.7,12,False,True,False
8779,302.6,310.2,1325,62.4,92,False,True,False
8780,302.7,310.5,1446,40.9,211,False,True,False
8781,298.9,309.8,1287,61.9,216,False,True,False
8782,302.7,312.4,1477,46.3,251,False,True,False
8783,302.5,310.2,1307,54.0,86,False,True,False
8784,300.7,311.9,1335,57.1,194,False,True,False
8785,303.4,311.8,1306,61.0,215,False,True,False
8786,300.7,311.7,2097,18.9,232,False,False,True
8787,300.4,310.2,1671,30.5,234,False,False,True
8788,301.0,311.0,1399,58.0,190,False,True,False
8789,300.7,311.7,2097,18.9,232,False,False,True
8790,296.6,307.7,1386,62.3,100,True,False,False
8791,303.5,312.0,1366,54.5,30,False,True,False
8792,299.3,308.6,1384,53.6,218,False,True,False
8793,299.2,310.3,1352,48.9,238,False,True,False
8794,299.3,308.4,1542,37.5,203,False,False,True
8795,299.0,309.9,1373,55.7,201,False,True,False
8796,302.5,310.2,1329,50.6,148,False,True,False
8797,300.3,310.3,1362,60.3,206,False,True,False
8798,298.3,308.0,2886,3.8,57,False,True,False
8799,301.5,310.4,2639,12.0,21,False,False,True
8800,296.6,307.7,1386,62.3,100,True,False,False
8801,296.6,307.7,1386,62.3,100,True,False,False
8802,301.3,310.1,1269,56.8,195,False,True,False
8803,298.1,307.7,2567,12.8,125,False,True,False
8804,300.4,311.6,1200,76.6,3,False,True,False
8805,298.2,308.5,2678,10.7,86,False,False,True
8806,299.3,308.6,1384,53.6,218,False,True,False
8807,301.0,311.0,1399,58.0,190,False,True,False
8808,301.9,310.6,1331,68.6,85,False,True,False
8809,296.3,307.2,1319,68.3,24,False,False,True
8810,300.4,311.8,1553,33.1,209,False,False,True
8811,296.9,307.8,1400,57.1,202,False,True,False
8812,300.4,311.8,1553,33.1,209,False,False,True
8813,301.9,309.9,1374,48.5,180,False,True,False
8814,303.2,311.4,1351,53.8,8,False,True,False
8815,302.5,310.9,1356,55.5,101,True,False,False
8816,302.4,310.5,1372,45.7,144,False,False,True
8817,302.7,311.6,2709,9.7,2,False,False,True
8818,297.4,308.4,1369,50.6,220,False,True,False
8819,302.7,312.4,1477,46.3,251,False,True,False
8820,302.7,310.7,1369,47.5,11,False,True,False
8821,302.0,309.9,1308,57.6,197,False,True,False
8822,301.8,310.1,2372,13.9,205,False,False,True
8823,302.7,312.2,1450,52.1,213,False,True,False
8824,302.0,311.2,1270,65.3,182,False,True,False
8825,297.6,309.6,1501,49.8,222,False,True,False
8826,301.9,310.6,1331,68.6,85,False,True,False
8827,300.4,311.8,1553,33.1,209,False,False,True
8828,297.4,308.5,1399,61.5,61,False,True,False
8829,303.0,311.2,1341,51.0,174,False,True,False
8830,300.4,311.8,1553,33.1,209,False,False,True
8831,295.7,306.2,2270,14.6,149,False,True,False
8832,304.0,312.9,1363,62.5,200,False,True,False
8833,303.8,313.0,1365,59.9,205,False,True,False
8834,301.9,310.9,1419,47.7,20,False,False,True
8835,302.4,310.2,1346,62.4,106,False,True,False
8836,300.3,309.9,1394,46.7,210,True,False,False
8837,302.3,310.1,1321,52.7,134,False,True,False
8838,302.0,310.5,1263,60.6,90,False,True,False
8839,298.8,308.9,1455,41.3,208,False,True,False
8840,302.5,310.9,1356,55.5,101,True,False,False
8841,301.9,309.9,1374,48.5,180,False,True,False
8842,300.4,311.6,1200,76.6,3,False,True,False
8843,302.6,311.5,1629,34.4,228,True,False,False
8844,299.3,308.4,1542,37.5,203,False,False,True
8845,299.5,308.7,2549,13.0,179,False,True,False
8846,297.2,307.9,1326,75.4,172,False,True,False
8847,296.6,307.7,1386,62.3,100,True,False,False
8848,302.6,311.0,1329,48.6,111,False,False,True
8849,296.3,307.2,1319,68.3,24,False,False,True
8850,296.6,307.7,1386,62.3,100,True,False,False
8851,297.3,308.3,1459,59.6,207,False,False,True
8852,301.1,310.4,1312,73.6,49,False,True,False
8853,300.5,311.8,1524,38.9,214,False,True,False
8854,300.5,309.8,1379,54.2,207,False,True,False
8855,302.0,310.4,1212,55.6,79,False,False,True
8856,303.4,312.0,1521,35.9,215,False,True,False
8857,301.8,309.7,1442,45.3,233,False,True,False
8858,303.1,312.4,1404,61.5,127,False,True,False
8859,302.0,310.9,1378,53.1,212,False,True,False
8860,299.5,309.4,1390,58.8,195,False,True,False
8861,298.4,308.2,1282,60.7,216,False,True,False
8862,302.6,311.0,1284,68.0,114,False,True,False
8863,298.5,308.2,1301,66.3,42,False,True,False
8864,302.4,310.2,1351,45.1,168,False,True,False
8865,296.8,308.1,1289,62.0,199,False,True,False
8866,301.7,310.2,1311,57.4,40,False,True,False
8867,298.0,308.2,1365,52.9,218,False,True,False
8868,301.9,310.5,1340,55.7,204,False,True,False
8869,301.6,310.1,1326,48.2,77,False,True,False
8870,300.5,311.1,1296,61.3,202,False,False,True
8871,299.0,309.9,1373,55.7,201,False,True,False
8872,302.7,310.6,1349,51.2,6,False,False,True
8873,301.8,310.6,2672,11.8,124,False,True,False
8874,298.0,308.7,1479,58.5,176,False,False,True
8875,298.8,310.1,1243,74.5,194,False,False,True
8876,302.6,311.0,1329,48.6,111,False,False,True
8877,302.5,310.9,1330,56.9,97,False,True,False
8878,301.9,310.9,1567,39.0,214,False,True,False
8879,296.9,307.8,1549,35.8,206,True,False,False
8880,299.3,308.6,1384,53.6,218,False,True,False
8881,298.5,308.2,1301,66.3,42,False,True,False
8882,297.1,308.5,1323,44.4,207,False,True,False
8883,301.8,310.6,2672,11.8,124,False,True,False
8884,299.6,309.2,1867,23.4,225,False,False,True
8885,298.1,307.7,2567,12.8,125,False,True,False
8886,303.7,311.9,1332,52.7,66,True,False,False
8887,300.6,311.9,1372,60.1,212,False,True,False
8888,299.0,309.9,1373,55.7,201,False,True,False
8889,302.6,310.2,2676,10.8,84,False,False,True
8890,300.5,311.1,1296,61.3,202,False,False,True
8891,303.6,311.8,1222,66.8,148,False,True,False
8892,302.1,310.7,1314,52.8,8,False,True,False
8893,300.1,311.3,2579,12.5,64,False,True,False
8894,300.6,311.9,1372,60.1,212,False,True,False
8895,302.0,310.5,1263,60.6,90,False,True,False
8896,302.0,309.9,1308,57.6,197,False,True,False
8897,299.0,309.9,1373,55.7,201,False,True,False
8898,303.2,311.4,1238,54.6,226,False,True,False
8899,302.1,310.7,1314,52.8,8,False,True,False
8900,299.5,309.4,1390,58.8,195,False,True,False
8901,297.4,308.3,1475,40.5,222,False,True,False
8902,297.2,307.9,1326,75.4,172,False,True,False
8903,302.5,310.3,1326,58.5,55,False,True,False
8904,300.8,311.4,1322,67.2,18,False,True,False
8905,303.7,312.0,2663,11.4,71,False,False,True
8906,302.7,310.4,1305,55.2,20,True,False,False
8907,299.2,309.0,1515,48.9,228,False,True,False
8908,302.6,311.5,1442,59.8,169,False,True,False
8909,303.6,312.8,2659,11.4,26,False,False,True
8910,299.5,309.4,1390,58.8,195,False,True,False
8911,302.5,310.2,1307,54.0,86,False,True,False
8912,298.9,309.0,1410,65.7,191,False,True,False
8913,302.3,311.8,1363,54.0,119,False,False,True
8914,302.6,311.0,1369,60.0,93,False,True,False
8915,298.4,308.7,1421,60.7,119,False,False,True
8916,303.4,311.8,1316,50.9,69,False,False,True
8917,302.0,310.5,1370,44.4,85,False,True,False
8918,303.4,311.8,1306,61.0,215,False,True,False
8919,302.1,310.7,1325,45.1,208,False,True,False
8920,296.8,308.1,1289,62.0,199,False,True,False
8921,301.1,310.7,2636,12.2,100,False,False,True
8922,300.5,309.9,1397,45.9,210,True,False,False
8923,302.3,310.8,1377,47.3,22,False,True,False
8924,303.6,311.8,1421,44.8,101,False,False,True
8925,296.8,308.1,1289,62.0,199,False,True,False
8926,300.8,310.6,1577,37.9,227,False,True,False
8927,302.3,310.1,1353,50.9,36,False,True,False
8928,301.6,310.8,1355,57.8,195,False,True,False
8929,303.8,313.1,2497,13.0,5,False,True,False
8930,300.6,310.7,1438,48.5,78,False,True,False
8931,302.1,310.0,1355,45.1,6,False,False,True
8932,302.2,310.6,1346,49.2,134,False,False,True
8933,298.5,309.5,1294,66.7,12,False,True,False
8934,298.2,308.5,2678,10.7,86,False,False,True
8935,303.4,312.0,1521,35.9,215,False,True,False
8936,303.2,311.4,1351,53.8,8,False,True,False
8937,302.0,310.4,1212,55.6,79,False,False,True
8938,302.1,310.7,1325,45.1,208,False,True,False
8939,301.2,311.6,1461,52.9,208,False,True,False
8940,302.2,310.6,1346,47.5,109,False,True,False
8941,302.5,310.2,1307,54.0,86,False,True,False
8942,300.7,311.1,2478,13.4,170,False,True,False
8943,298.9,309.8,1287,61.9,216,False,True,False
8944,298.5,308.2,1301,66.3,42,False,True,False
8945,302.0,309.8,1280,57.3,147,True,False,False
8946,301.0,310.6,1493,37.8,206,False,True,False
8947,300.4,311.8,1272,59.2,198,False,True,False
8948,303.7,311.9,1332,52.7,66,True,False,False
8949,299.6,310.7,1922,23.3,205,False,True,False
8950,301.9,311.0,2691,12.1,31,False,True,False
8951,297.0,307.9,1296,69.1,153,False,True,False
8952,302.3,310.9,1366,48.4,130,True,False,False
8953,301.7,310.2,1331,61.2,47,False,True,False
8954,303.0,311.2,1374,48.2,65,False,True,False
8955,303.7,312.7,1359,56.8,194,False,True,False
8956,298.9,308.2,1372,63.6,30,False,False,True
8957,301.5,310.7,1336,65.6,0,False,False,True
8958,298.8,308.9,1455,41.3,208,False,True,False
8959,299.9,310.2,1288,69.6,62,False,True,False
8960,297.0,308.1,1362,52.5,213,False,True,False
8961,299.6,310.9,1229,65.2,209,False,True,False
8962,300.7,311.9,1399,50.2,222,False,True,False
8963,303.0,311.2,1341,51.0,174,False,True,False
8964,298.7,309.8,1181,65.9,203,False,True,False
8965,303.4,311.8,1316,50.9,69,False,False,True
8966,301.7,309.5,1298,65.5,229,False,True,False
8967,300.5,309.3,1417,51.5,231,False,True,False
8968,303.2,311.5,1336,58.2,2,False,False,True
8969,301.9,310.5,1340,55.7,204,False,True,False
8970,302.7,310.4,1305,55.2,20,True,False,False
8971,300.7,311.1,2478,13.4,170,False,True,False
8972,303.5,311.9,1344,49.3,93,False,True,False
8973,302.5,310.3,1326,58.5,55,False,True,False
8974,301.9,310.9,1567,39.0,214,False,True,False
8975,297.4,308.3,1475,40.5,222,False,True,False
8976,301.0,311.1,1236,64.4,177,False,True,False
8977,302.4,310.2,1346,62.4,106,False,True,False
8978,301.0,311.1,1236,64.4,177,False,True,False
8979,303.5,312.0,1366,54.5,30,False,True,False
8980,302.6,312.3,1454,54.8,253,False,False,True
8981,302.7,310.5,1263,67.8,197,False,True,False
8982,300.4,310.2,1671,30.5,234,False,False,True
8983,299.1,310.1,1435,48.8,229,False,True,False
8984,303.0,311.2,1361,47.6,106,False,True,False
8985,300.3,311.2,1381,65.2,136,False,False,True
8986,302.1,310.7,1364,47.8,213,False,False,True
8987,300.5,311.1,1296,61.3,202,False,False,True
8988,301.8,309.7,1442,45.3,233,False,True,False
8989,302.1,311.0,1351,60.3,207,False,False,True
8990,301.7,310.9,1405,46.4,207,False,True,False
8991,302.5,310.3,1326,58.5,55,False,True,False
8992,298.8,310.1,1243,74.5,194,False,False,True
8993,298.8,309.9,1439,45.2,40,True,False,False
8994,301.9,310.9,1567,39.0,214,False,True,False
8995,301.0,311.0,1399,58.0,190,False,True,False
8996,301.9,310.4,1373,48.0,73,False,False,True
8997,299.7,309.2,1685,28.9,179,False,False,True
8998,302.5,310.9,1330,56.9,97,False,True,False
8999,298.9,309.8,1287,61.9,216,False,True,False
9000,300.3,310.3,1362,60.3,206,False,True,False
9001,299.4,308.7,1446,62.9,134,False,True,False
9002,303.6,311.8,1421,44.8,101,False,False,True
9003,301.6,310.1,1326,48.2,77,False,True,False
9004,301.7,309.9,1317,49.0,187,False,True,False
9005,300.4,311.6,1200,76.6,3,False,True,False
9006,303.3,311.6,1337,56.8,187,False,True,False
9007,298.6,309.8,2271,16.2,218,False,True,False
9008,301.7,310.9,1405,46.4,207,False,True,False
9009,299.1,309.8,1398,55.4,217,False,True,False
9010,300.4,310.2,1671,30.5,234,False,False,True
9011,304.0,312.9,1363,62.5,200,False,True,False
9012,302.4,310.1,1358,54.6,61,False,False,True
9013,300.7,311.8,1336,58.4,189,False,True,False
9014,302.3,310.9,1377,46.8,166,False,True,False
9015,302.4,310.3,1375,52.5,161,False,False,True
9016,303.8,313.0,1365,59.9,205,False,True,False
9017,301.9,310.4,1376,54.9,126,False,True,False
9018,299.2,309.1,1345,60.7,191,False,True,False
9019,301.8,309.7,1442,45.3,233,False,True,False
9020,301.7,310.2,1311,57.4,40,False,True,False
9021,302.0,310.9,1378,53.1,212,False,True,False
9022,298.8,308.9,1455,41.3,208,False,True,False
9023,303.6,312.0,1309,52.9,86,False,True,False
9024,302.6,311.0,1369,60.0,93,False,True,False
9025,298.5,309.5,1385,46.3,203,False,True,False
9026,298.4,308.3,1433,62.3,20,False,True,False
9027,299.2,310.7,1737,27.0,225,False,True,False
9028,301.7,310.9,1405,46.4,207,False,True,False
9029,296.8,308.1,1289,62.0,199,False,True,False
9030,296.3,307.2,1319,68.3,24,False,False,True
9031,297.1,308.5,1323,44.4,207,False,True,False
9032,303.0,311.2,1361,47.6,106,False,True,False
9033,302.3,310.1,1321,52.7,134,False,True,False
9034,302.0,309.7,1386,62.7,142,False,False,True
9035,301.7,310.2,1331,61.2,47,False,True,False
9036,302.2,310.6,1346,49.2,134,False,False,True
9037,302.0,310.5,1263,60.6,90,False,True,False
9038,299.2,310.7,1737,27.0,225,False,True,False
9039,302.7,310.6,1349,51.2,6,False,False,True
9040,299.1,310.1,1435,48.8,229,False,True,False
9041,300.5,311.1,1296,61.3,202,False,False,True
9042,302.1,310.1,1379,48.2,166,False,False,True
9043,299.1,310.1,1435,48.8,229,False,True,False
9044,302.5,310.9,1330,56.9,97,False,True,False
9045,298.2,307.9,1313,67.3,67,False,True,False
9046,297.4,308.7,2874,4.2,118,False,True,False
9047,301.6,310.1,1362,55.8,70,False,True,False
9048,296.6,307.7,1386,62.3,100,True,False,False
9049,301.0,311.0,1399,58.0,190,False,True,False
9050,301.8,310.6,2672,11.8,124,False,True,False
9051,301.3,310.1,1269,56.8,195,False,True,False
9052,301.1,310.7,2636,12.2,100,False,False,True
9053,298.5,309.5,1294,66.7,12,False,True,False
9054,298.0,308.5,1429,37.7,220,False,True,False
9055,302.0,310.8,1383,50.3,231,False,True,False
9056,297.2,308.1,1340,61.3,207,False,False,True
9057,302.6,310.4,1365,66.8,80,False,True,False
9058,298.4,308.2,1282,60.7,216,False,True,False
9059,302.0,310.1,1361,45.4,174,False,True,False
9060,302.5,310.9,1330,56.9,97,False,True,False
