UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
5433,302.8,312.4,1392,46.2,70,False,True,False
1707,298.2,307.8,1521,42.9,60,False,True,False
9137,297.7,308.7,1694,29.1,102,False,True,False
5374,302.9,312.3,1809,25.0,180,False,False,True
6999,300.6,310.7,1388,42.9,190,False,False,True
2958,300.8,309.6,1498,45.8,47,False,True,False
8818,297.3,308.6,1376,53.5,112,True,False,False
5037,304.0,313.2,1615,37.8,127,False,True,False
3555,301.9,310.8,1525,43.2,62,False,True,False
8555,298.1,309.0,1592,33.9,85,False,True,False
8173,299.9,311.4,1596,28.9,160,False,True,False
949,295.6,306.3,1426,45.5,53,False,False,True
8281,298.8,310.6,1602,39.1,211,False,True,False
9917,298.5,308.8,1553,34.9,18,False,False,True
2005,298.5,308.2,1451,47.5,18,False,True,False
5394,302.8,312.3,1473,42.6,232,False,True,False
7644,300.4,311.4,1427,50.7,122,True,False,False
5754,302.2,311.6,1416,54.1,48,False,True,False
9269,298.2,308.8,1666,31.5,30,False,True,False
6298,301.1,310.5,1309,60.7,100,False,False,True
7632,300.5,311.6,1444,49.3,92,False,True,False
1305,298.8,310.0,2098,19.6,148,False,True,False
7762,300.4,311.6,1715,30.8,203,True,False,False
9635,299.1,310.2,1425,52.7,154,False,True,False
5300,303.7,313.1,1355,49.1,188,False,True,False
6878,300.8,311.2,1488,40.1,87,False,False,True
7809,299.9,311.4,1627,36.7,118,False,True,False
6123,301.0,311.0,1402,55.3,98,False,True,False
6845,301.3,311.4,1838,23.2,215,False,False,True
1260,297.5,308.9,1280,48.5,19,False,False,True
108,298.8,308.8,1497,46.8,72,False,False,True
2096,299.4,309.3,1525,41.5,30,False,True,False
7123,300.9,310.4,1788,27.8,90,False,True,False
2221,299.6,309.0,1736,26.1,146,False,False,True
3124,300.0,309.4,1498,38.5,37,True,False,False
1328,298.8,310.2,1814,26.8,204,False,True,False
9465,298.6,309.4,1440,48.2,136,False,True,False
2684,299.8,309.5,1590,28.5,23,False,True,False
6474,300.4,309.5,1547,50.7,131,True,False,False
9792,298.5,309.4,1521,37.5,94,False,False,True
1285,298.4,309.5,2153,15.3,98,False,True,False
5205,303.7,312.7,1989,22.4,166,False,True,False
3718,302.3,311.4,1443,44.1,51,True,False,False
5080,304.2,313.4,1411,54.8,44,False,False,True
5721,302.3,311.9,1434,51.9,173,False,True,False
7645,300.4,311.4,1424,44.6,127,False,True,False
9953,298.2,307.8,1429,46.9,117,False,True,False
426,297.3,308.4,1665,28.9,17,False,False,True
4926,303.4,312.3,1680,30.6,67,False,True,False
8504,298.5,309.8,1468,40.9,157,False,True,False
6313,300.9,310.2,1533,38.1,137,False,False,True
9906,298.7,309.1,1423,49.5,200,False,False,True
6875,300.9,311.3,1295,58.9,77,True,False,False
411,297.5,308.6,1472,44.9,198,False,False,True
9643,299.4,310.5,1372,46.3,173,False,True,False
1441,298.8,309.9,1741,27.7,50,False,False,True
4993,303.8,312.9,1573,34.6,14,False,True,False
8017,300.9,312.0,1447,41.4,193,False,False,True
3850,302.3,311.0,1561,37.2,180,False,True,False
6264,301.0,310.6,1698,27.3,14,False,False,True
8297,298.9,310.3,1436,39.0,32,False,True,False
7299,300.1,310.5,1532,36.0,109,False,True,False
7348,299.6,310.2,1627,36.6,17,False,True,False
4442,302.5,310.2,1329,50.6,148,False,True,False
7614,300.5,311.3,1475,46.3,49,False,True,False
5936,300.5,310.5,1646,34.5,63,False,True,False
9739,299.0,310.0,1509,38.0,168,False,True,False
5763,301.8,311.2,1334,52.3,68,False,True,False
403,297.4,308.6,1678,32.3,180,False,True,False
433,297.6,308.5,1466,39.7,34,False,False,True
2224,299.6,309.0,1413,48.5,153,False,True,False
8572,297.9,308.6,2262,15.7,125,False,True,False
5448,303.1,312.8,1465,44.1,109,False,True,False
4810,303.4,312.2,1656,32.7,195,False,True,False
4694,303.4,311.5,1817,24.7,125,False,False,True
6901,301.0,311.7,1670,31.3,150,False,True,False
9874,298.9,309.8,1616,36.5,110,False,True,False
1500,298.1,308.8,2206,16.3,195,False,False,True
3675,302.2,311.5,1346,52.4,157,False,True,False
1592,298.2,308.4,1355,49.4,209,False,True,False
3242,300.9,309.5,1469,43.4,126,True,False,False
2426,298.8,308.1,1472,53.5,28,False,True,False
5162,304.1,313.2,2028,18.9,45,False,False,True
6255,301.0,310.5,1408,47.0,202,False,True,False
950,295.6,306.3,1636,32.7,56,False,True,False
8988,297.2,307.9,1580,35.8,140,False,True,False
4435,302.4,310.1,1556,32.9,132,False,True,False
8316,298.7,309.8,1422,40.7,85,True,False,False
6067,301.0,311.0,1804,25.8,174,False,True,False
4564,302.7,310.7,1977,20.0,21,False,True,False
2768,300.0,309.5,1925,21.9,9,False,True,False
49,298.8,309.2,1425,53.9,135,True,False,False
263,298.1,308.2,1736,26.8,27,False,False,True
2503,299.2,309.0,1515,48.9,228,False,True,False
5825,301.2,311.0,1596,37.2,219,False,True,False
5654,302.4,311.7,1495,36.8,215,False,True,False
6519,301.0,310.0,1212,67.9,30,True,False,False
7282,300.0,310.2,1675,29.7,64,False,True,False
7275,300.2,310.3,1478,38.1,45,False,False,True
179,298.2,308.2,1436,50.2,43,False,True,False
3041,300.3,309.5,1474,38.7,35,False,True,False
5928,300.2,310.1,1649,30.5,43,False,True,False
2155,299.3,308.9,1767,24.8,196,False,False,True
7771,300.3,311.5,1548,32.2,25,False,True,False
7049,300.6,310.4,2007,19.8,116,False,True,False
5534,302.4,311.7,1721,26.9,112,False,True,False
6330,300.7,310.0,1641,34.6,178,False,False,True
5780,301.6,311.1,1680,29.2,111,False,True,False
6425,300.3,310.0,1409,43.2,9,False,False,True
5800,301.5,310.8,1593,34.5,162,False,True,False
9364,297.9,308.5,1519,34.3,61,False,True,False
5991,300.7,310.7,1343,51.6,211,False,False,True
4725,303.4,311.9,1771,31.6,202,False,True,False
1785,298.3,308.0,2886,3.8,57,False,True,False
7375,299.5,310.0,1379,50.4,85,False,True,False
5014,303.8,312.9,1594,35.2,69,False,False,True
8975,296.8,307.5,1474,42.4,107,False,True,False
8408,298.4,309.5,1357,50.1,125,False,True,False
6086,300.9,310.6,1538,36.7,3,False,True,False
5350,303.3,312.7,1642,33.6,104,False,False,True
1072,296.9,307.8,1425,49.1,163,False,True,False
1438,298.8,309.9,1439,45.2,40,True,False,False
7393,299.7,310.5,1492,39.3,131,False,False,True
6874,301.0,311.4,1478,39.5,75,False,True,False
5623,302.9,312.2,1571,40.6,139,False,True,False
6962,300.7,311.0,1378,41.2,93,False,False,True
2496,299.1,308.8,1491,41.0,209,False,False,True
4679,303.6,311.7,1476,40.1,85,True,False,False
1355,298.6,310.0,1334,48.0,42,False,True,False
3551,301.9,311.0,1432,41.5,51,False,False,True
9172,297.7,308.8,1388,45.6,190,False,False,True
5277,303.5,313.0,1606,34.0,126,False,True,False
1080,297.0,307.7,1731,28.5,186,False,True,False
6258,301.1,310.7,1376,49.1,0,False,True,False
7900,300.9,312.4,1364,52.5,125,False,True,False
536,297.4,309.3,1365,52.4,76,True,False,False
8418,298.8,310.1,1704,30.7,150,True,False,False
2497,299.2,308.9,1573,37.4,212,False,False,True
8261,299.1,310.6,1332,48.0,148,True,False,False
7693,300.5,311.6,1506,36.2,10,True,False,False
9121,297.4,308.4,1525,38.7,62,False,True,False
6858,301.1,311.3,1622,35.6,34,False,True,False
6710,301.4,310.6,1481,37.6,77,False,True,False
8687,297.2,308.5,1611,31.6,197,False,False,True
2572,299.5,309.2,1497,40.9,169,False,False,True
3607,301.7,310.7,1318,55.0,194,False,True,False
1666,298.2,307.9,1491,39.7,181,True,False,False
1511,298.1,308.7,1547,38.9,0,False,False,True
8260,299.1,310.5,1471,38.4,146,False,True,False
2706,299.7,309.2,1326,64.8,71,False,True,False
8119,300.3,311.8,1548,33.0,16,False,True,False
3327,301.5,310.6,1962,20.2,124,False,True,False
3981,302.2,311.3,1375,47.0,98,False,False,True
4282,302.0,310.0,1832,22.9,178,False,True,False
1353,298.7,310.2,1598,33.3,36,False,False,True
224,298.4,308.6,1569,34.4,160,False,True,False
3367,301.4,310.7,1692,32.3,5,False,False,True
6633,301.4,310.4,1301,51.2,112,False,True,False
702,297.7,308.8,1515,40.1,82,False,True,False
1963,297.8,307.5,1391,48.6,109,False,True,False
4274,302.6,310.8,1486,36.4,160,False,True,False
7847,300.2,311.6,1608,35.0,212,False,False,True
2795,300.4,309.6,1553,43.9,75,False,True,False
2620,299.4,309.2,1569,40.8,73,False,True,False
3890,302.4,311.2,1404,52.0,57,False,True,False
1926,297.9,307.7,1537,37.7,15,False,True,False
6654,301.4,310.3,1610,29.1,166,False,False,True
6075,301.0,310.8,1533,39.3,194,False,False,True
8357,298.6,309.6,1344,59.4,200,False,False,True
6227,301.3,311.0,1341,59.3,134,True,False,False
7724,300.5,311.6,1730,30.2,106,False,True,False
8457,298.6,309.9,1556,38.6,36,False,True,False
4322,301.7,310.2,1686,28.9,59,False,True,False
3484,301.9,310.8,1455,42.7,85,True,False,False
6125,300.9,310.9,1727,30.1,102,False,False,True
8142,299.6,310.8,1393,49.9,78,False,True,False
8313,298.8,310.0,1529,38.5,77,False,False,True
3872,302.7,311.8,1728,30.0,12,False,False,True
3894,302.3,311.2,1549,40.6,66,False,True,False
46,298.8,309.1,1489,49.1,128,False,True,False
1621,297.9,307.7,1492,43.7,59,False,True,False
3287,301.2,310.0,1618,37.6,32,False,True,False
1277,298.2,309.4,1693,34.4,73,False,False,True
2216,299.7,309.2,1468,49.6,132,True,False,False
370,297.5,308.4,1587,36.1,98,True,False,False
9352,298.3,308.8,1645,30.4,33,False,True,False
8808,297.4,308.6,1604,32.8,85,False,False,True
7851,300.3,311.7,1447,36.8,0,False,False,True
696,297.6,309.0,1487,45.4,64,False,True,False
4465,302.8,310.6,1671,30.5,201,False,True,False
2284,299.2,308.5,1387,51.1,98,False,True,False
1622,297.7,307.6,1844,21.9,61,False,True,False
2834,300.3,309.2,1807,26.4,169,False,True,False
6977,300.6,310.9,1344,46.7,133,False,True,False
4344,301.7,309.8,1491,39.3,114,False,True,False
835,296.6,307.4,1333,50.2,177,True,False,False
338,297.6,308.3,1742,27.7,13,False,True,False
4507,302.4,310.1,1520,36.6,97,False,False,True
4402,302.2,310.0,1468,43.6,38,True,False,False
1028,296.3,307.4,1335,50.5,48,False,False,True
3169,300.4,309.6,1614,30.3,161,False,False,True
1841,297.7,307.2,1405,43.7,2,False,False,True
6942,300.8,311.4,1316,57.6,43,False,True,False
4486,302.7,310.4,1542,35.7,38,False,True,False
1987,298.1,307.6,1498,42.9,171,False,True,False
7938,300.8,311.7,1578,31.4,219,False,True,False
3032,300.5,309.7,1389,43.3,9,False,False,True
8757,297.5,308.7,1761,26.2,164,False,True,False
1145,297.0,307.9,1296,69.1,153,False,True,False
7792,300.1,311.4,1418,47.7,73,False,True,False
3266,301.3,310.1,1355,53.6,193,False,True,False
7380,299.6,310.1,1357,48.7,96,False,False,True
4623,303.0,311.1,1526,37.3,176,False,False,True
2591,299.0,308.7,1396,48.6,0,False,True,False
5626,302.7,312.1,1728,24.4,146,False,True,False
5848,301.4,311.3,1397,42.3,48,False,True,False
2328,299.3,308.7,1420,50.3,208,False,False,True
6222,301.2,310.9,1359,50.8,118,False,False,True
9601,298.9,310.0,1561,45.3,58,False,False,True
1775,298.5,308.0,1519,37.3,29,False,False,True
7076,300.7,310.5,1536,47.4,192,False,True,False
6548,301.4,310.8,1740,29.2,110,False,True,False
8490,298.4,309.4,1461,46.3,121,False,True,False
5352,303.5,312.9,1530,34.5,110,False,False,True
7110,300.9,310.5,1599,40.5,57,False,True,False
1661,298.2,308.0,1499,44.1,166,False,True,False
7931,300.6,311.6,1455,48.0,203,False,True,False
7707,300.5,311.5,1708,31.2,57,False,True,False
5365,303.2,312.6,1601,35.3,148,False,True,False
7186,300.3,310.4,1672,29.2,39,False,True,False
2759,299.7,309.2,1412,45.3,205,False,False,True
7509,300.5,311.9,1730,27.5,209,False,False,True
9977,298.6,308.2,1705,26.3,177,False,True,False
548,297.5,309.4,1482,39.3,112,False,False,True
6775,301.2,310.7,1747,27.3,35,True,False,False
3463,301.6,310.5,1786,27.1,35,True,False,False
8182,299.7,311.2,1835,23.7,183,False,True,False
8970,297.0,307.8,1396,50.0,96,False,True,False
7245,300.0,310.2,1760,26.9,193,False,True,False
7946,300.8,311.7,1655,32.2,12,False,True,False
4158,302.0,310.5,1263,60.6,90,False,True,False
1172,297.0,308.1,1517,41.4,222,True,False,False
2362,299.2,308.6,1631,35.4,64,False,False,True
4139,301.7,310.2,1311,57.4,40,False,True,False
2039,299.0,308.8,1405,55.2,103,False,True,False
6152,301.1,311.2,1555,35.3,172,False,True,False
6597,301.5,310.7,1454,39.4,17,False,False,True
4134,301.8,310.3,1765,27.3,29,False,True,False
9173,297.7,308.9,1715,27.2,193,False,True,False
1881,298.1,307.7,1705,29.1,109,False,True,False
6271,300.9,310.4,2021,18.8,30,False,True,False
4574,302.8,311.0,1436,43.5,47,True,False,False
9408,297.8,308.3,1435,50.1,189,False,True,False
6245,301.0,310.4,1665,30.9,177,False,False,True
8243,299.0,310.3,1689,29.7,101,False,False,True
6076,301.0,310.9,1813,28.5,197,False,True,False
3239,300.9,309.4,1724,25.6,119,False,False,True
4575,302.9,311.0,1402,40.7,52,False,False,True
7803,299.9,311.3,1429,58.2,103,False,True,False
1633,297.9,307.9,1426,43.6,89,False,True,False
2063,299.7,309.6,1477,42.7,163,False,False,True
341,297.4,308.1,1474,39.4,20,False,True,False
5798,301.6,311.0,1431,42.6,158,False,True,False
7388,299.8,310.6,1423,44.6,116,True,False,False
4939,303.5,312.4,1606,30.1,98,False,False,True
643,297.8,309.4,1226,58.7,129,False,False,True
4413,302.6,310.5,1450,43.2,68,False,True,False
4420,302.6,310.2,2676,10.8,84,False,False,True
5861,301.3,310.9,1566,33.1,82,False,True,False
5660,302.3,311.5,1674,30.0,12,False,False,True
5355,303.4,312.6,1462,37.5,118,False,True,False
8295,298.9,310.5,1525,38.5,27,False,False,True
7171,300.3,310.2,1442,39.5,4,False,False,True
8452,298.5,310.0,1435,42.5,25,False,True,False
4988,303.7,313.0,1303,54.4,2,False,False,True
4078,302.0,310.5,1635,39.8,99,False,True,False
8025,300.9,312.0,1493,38.7,217,False,True,False
7919,300.8,312.1,1505,41.3,173,False,True,False
8326,298.7,309.5,1500,38.8,116,False,False,True
5180,304.0,313.1,1450,42.8,101,False,False,True
662,297.6,309.0,1427,45.6,179,False,False,True
6683,301.5,310.8,1512,38.9,9,False,True,False
5856,301.2,310.9,1424,45.2,68,False,False,True
8279,298.8,310.5,1464,46.4,207,False,True,False
9013,297.2,308.0,1705,26.0,200,False,True,False
2584,299.2,308.9,1342,50.8,195,False,True,False
2848,300.4,309.3,1525,39.6,202,False,True,False
6445,300.8,310.3,1270,61.0,54,False,False,True
2938,300.7,309.6,1810,26.0,195,False,True,False
9577,299.6,310.7,1922,23.3,205,False,True,False
3172,300.4,309.6,1386,56.9,170,False,True,False
2097,299.5,309.4,1387,56.2,32,False,False,True
372,297.5,308.4,1604,38.1,106,False,True,False
9758,298.6,309.9,1517,34.0,215,False,False,True
3513,301.8,311.0,1393,49.5,168,False,False,True
2420,298.9,308.2,1328,49.2,11,False,False,True
5011,303.7,312.8,1543,38.3,61,False,True,False
5017,303.9,313.0,1408,47.5,76,False,True,False
4541,302.5,310.4,1580,35.6,176,False,False,True
2210,299.8,309.3,1386,49.4,116,False,True,False
4846,303.3,311.8,1583,33.3,72,False,False,True
3907,302.3,311.2,1297,62.5,109,False,True,False
3120,300.1,309.4,1858,23.6,26,False,True,False
3668,302.3,311.6,1665,34.3,139,False,True,False
1644,298.0,307.8,1453,37.7,119,False,True,False
9215,298.0,308.9,1508,37.1,92,False,True,False
8691,297.1,308.5,1323,44.4,207,False,True,False
5799,301.5,310.9,1600,39.0,160,False,True,False
7236,299.8,310.0,1361,53.8,167,False,True,False
5339,303.3,312.5,1674,32.7,76,False,False,True
1776,298.5,308.0,1404,48.1,32,False,True,False
9445,298.1,308.9,2136,15.9,78,False,True,False
7168,300.3,310.3,1362,60.3,206,False,True,False
6243,301.0,310.4,1476,43.6,173,False,True,False
5390,302.8,312.3,1366,49.1,221,False,True,False
9908,298.6,309.1,1487,43.2,206,False,False,True
1230,297.1,308.4,1304,53.5,153,False,True,False
5933,300.5,310.5,1515,36.6,54,False,True,False
1540,298.5,309.2,1449,46.4,83,False,False,True
4583,302.9,311.2,1634,36.9,71,False,True,False
5611,303.1,312.4,1407,41.2,107,False,True,False
5354,303.4,312.7,1589,34.0,116,False,True,False
1611,297.8,307.8,1573,37.9,33,False,True,False
8779,297.5,308.7,1454,45.0,19,False,True,False
6320,300.8,310.2,1514,40.0,155,False,True,False
684,297.7,309.0,1874,24.4,28,False,True,False
5337,303.2,312.4,1663,33.7,71,False,True,False
658,297.7,309.2,1365,58.6,170,False,True,False
1165,297.1,308.1,1754,30.3,206,False,True,False
6928,301.1,311.6,1488,43.4,5,False,True,False
257,298.1,308.3,1331,63.0,13,False,True,False
1067,296.9,307.8,1544,40.3,150,False,False,True
8265,299.1,310.6,1397,49.5,165,False,False,True
6919,301.0,311.5,1559,31.8,195,False,True,False
407,297.4,308.6,1439,51.9,188,False,True,False
5747,302.1,311.5,1635,31.6,23,False,False,True
7283,300.0,310.2,1486,36.4,66,False,True,False
1910,298.0,307.7,1435,45.6,184,False,True,False
4184,302.3,310.7,1402,50.9,157,False,True,False
5888,301.4,311.1,1445,41.4,144,True,False,False
7533,300.0,311.3,1629,32.1,55,False,False,True
7029,300.6,310.6,1403,50.4,64,False,False,True
367,297.6,308.5,1552,40.9,90,False,False,True
484,297.4,309.0,1324,56.9,173,False,True,False
3925,302.5,311.4,1636,35.0,157,False,False,True
7244,300.0,310.2,1393,51.2,190,False,False,True
3611,301.7,310.8,1594,32.4,204,False,False,True
1238,297.1,308.4,1502,37.3,181,False,False,True
3029,300.5,309.5,1379,55.6,2,False,True,False
5242,303.7,313.1,1683,28.4,46,False,True,False
7391,299.7,310.5,1490,41.2,126,False,False,True
8460,298.7,309.9,1651,29.5,42,False,True,False
3806,302.4,311.0,1580,36.5,64,False,False,True
1836,297.8,307.3,1555,35.8,190,True,False,False
6993,300.7,311.0,1596,36.9,174,False,True,False
1437,298.8,309.8,1510,44.2,35,True,False,False
9689,299.1,310.1,1367,45.6,44,False,True,False
8660,297.5,308.5,1375,55.6,128,False,True,False
4523,302.5,310.5,1918,21.6,131,False,False,True
8814,297.1,308.4,1693,29.5,100,False,True,False
3553,301.8,310.9,1358,52.3,56,False,False,True
4522,302.4,310.4,1865,23.9,129,False,True,False
5083,304.1,313.2,1590,43.4,52,True,False,False
2772,299.9,309.5,1451,39.4,18,False,True,False
3919,302.5,311.5,1358,52.7,139,False,False,True
9300,298.1,308.9,1335,50.4,110,False,False,True
8278,298.8,310.5,1294,55.8,202,True,False,False
7592,300.5,311.1,1296,61.3,202,False,False,True
5558,302.5,312.0,1436,43.5,184,False,False,True
7085,300.6,310.3,1794,24.4,211,False,True,False
4772,303.6,311.9,1617,36.0,95,False,False,True
4591,302.8,311.1,1456,36.1,89,False,True,False
6487,300.5,309.8,1939,21.4,164,False,True,False
7825,299.9,311.3,1535,38.1,160,False,True,False
1115,296.4,307.3,1540,37.4,75,True,False,False
8633,297.3,308.3,1590,35.5,59,False,True,False
2955,300.6,309.4,1691,28.0,36,True,False,False
9114,297.6,308.6,1744,28.5,42,False,True,False
2084,299.4,309.3,1743,28.2,0,True,False,False
8096,300.2,311.7,1493,48.3,167,False,True,False
5421,302.6,312.3,1512,34.2,44,False,True,False
428,297.5,308.5,1496,42.2,22,False,False,True
1137,296.9,307.8,1557,38.1,135,False,True,False
4652,303.2,311.4,1349,51.1,9,False,True,False
3260,301.2,310.0,1625,31.6,173,False,False,True
6392,300.2,309.7,1413,43.0,137,False,False,True
7476,300.3,311.6,1339,53.4,123,True,False,False
3536,301.9,311.0,1672,29.9,13,True,False,False
371,297.5,308.3,1622,37.2,103,False,False,True
4168,302.3,310.7,1559,33.9,119,False,False,True
3227,300.5,309.3,1465,46.0,89,False,True,False
4378,301.8,309.6,1436,49.0,214,False,False,True
6614,301.7,310.6,1513,41.1,64,False,True,False
3281,301.2,309.9,1456,50.8,15,False,False,True
2531,298.9,308.7,1438,51.7,64,False,True,False
3273,301.3,310.0,1593,30.8,210,False,False,True
6195,300.9,310.8,1571,39.9,51,False,True,False
5740,302.2,311.7,1653,31.4,2,False,False,True
8809,297.4,308.6,1446,48.1,88,False,True,False
8754,297.4,308.6,1657,33.1,156,False,False,True
4464,302.8,310.6,2016,19.9,199,False,True,False
8304,298.8,310.2,1504,41.0,51,False,True,False
8545,298.5,309.4,2011,21.0,59,True,False,False
2481,299.0,308.6,1734,32.4,161,False,True,False
4555,302.6,310.5,1748,28.2,2,False,True,False
5509,302.9,312.2,1367,55.1,50,False,True,False
1936,298.1,307.9,1377,55.1,42,False,False,True
1940,298.1,307.9,1303,53.9,52,False,False,True
204,298.4,308.5,1490,37.9,110,False,True,False
4752,303.3,311.4,1510,37.3,36,False,True,False
3858,302.4,311.2,1506,40.8,204,True,False,False
9612,299.0,310.2,1432,42.2,87,False,True,False
969,295.9,306.7,1547,40.9,107,False,True,False
496,297.5,309.3,1459,49.7,201,True,False,False
9037,297.3,308.3,1519,37.7,45,False,True,False
6663,301.3,310.4,2093,18.7,190,False,False,True
8952,297.3,308.1,1763,28.4,54,False,True,False
2541,299.1,308.8,1502,38.3,88,False,True,False
5349,303.3,312.6,1623,34.6,102,False,True,False
6577,301.5,310.5,1644,34.9,186,False,True,False
1922,298.1,307.9,1665,32.0,7,False,True,False
1794,298.1,307.8,1761,28.2,76,False,True,False
4917,303.4,312.3,1769,27.9,40,True,False,False
3176,300.3,309.6,1468,44.7,179,False,True,False
1227,297.1,308.4,1488,42.5,146,False,True,False
2149,299.4,308.9,1583,34.1,176,False,True,False
3818,302.1,310.6,1421,52.0,95,False,False,True
7051,300.6,310.4,1457,47.7,120,False,True,False
8156,299.5,310.8,1283,52.4,112,False,True,False
8154,299.6,310.8,1507,42.4,108,False,True,False
2621,299.4,309.2,1556,35.7,75,False,True,False
6476,300.5,309.7,1560,30.2,139,False,True,False
6332,300.5,310.0,1495,47.4,184,True,False,False
7691,300.5,311.6,1577,36.5,4,False,False,True
3915,302.5,311.5,1493,35.1,131,False,True,False
2050,299.3,309.2,1586,37.9,129,False,False,True
5050,304.0,313.1,1472,45.5,166,True,False,False
4853,303.7,312.2,1619,34.9,92,False,True,False
4230,302.2,310.8,1408,46.8,49,False,False,True
4461,302.6,310.5,1596,32.8,193,False,True,False
5171,304.1,313.3,1480,38.4,72,False,False,True
9120,297.4,308.4,1675,29.5,59,False,False,True
1863,297.9,307.7,1517,44.4,67,False,True,False
7448,300.3,311.9,1677,30.8,48,False,False,True
6103,300.7,310.7,1442,43.2,49,False,True,False
1975,298.0,307.6,1450,48.7,138,False,True,False
1130,296.7,307.9,1690,29.6,119,False,True,False
95,299.0,308.9,1622,31.9,42,False,True,False
3059,300.0,309.0,1709,32.1,79,False,True,False
320,297.8,308.4,1612,32.1,183,False,True,False
7180,300.2,310.1,1523,42.3,25,False,True,False
3629,302.2,311.4,1609,32.1,41,False,True,False
9122,297.3,308.3,1396,45.9,64,False,True,False
9225,297.9,309.0,1450,46.8,118,False,True,False
6620,301.7,310.7,1627,31.3,78,False,False,True
550,297.4,309.2,1437,40.4,117,False,True,False
6814,300.9,310.7,1420,43.0,133,False,False,True
4703,303.6,311.8,1222,66.8,148,False,True,False
651,297.6,309.2,1611,33.1,155,False,True,False
8664,297.5,308.6,1671,29.4,136,False,True,False
6294,301.0,310.4,1512,44.9,86,True,False,False
5475,302.7,312.1,1378,46.9,176,False,False,True
5200,303.8,312.8,1503,40.0,154,False,True,False
5224,303.9,313.2,1350,47.2,2,False,False,True
3748,302.5,311.1,1499,38.8,135,False,True,False
7695,300.6,311.7,1500,36.7,17,True,False,False
4095,302.0,310.5,1651,30.9,146,False,True,False
184,298.1,308.2,1485,40.7,57,False,True,False
4932,303.3,312.1,1693,30.0,80,False,False,True
3779,302.4,311.1,1366,54.4,0,False,False,True
5605,302.9,312.2,1513,37.8,92,False,True,False
7064,300.7,310.4,1234,51.7,160,False,True,False
1999,298.3,308.0,1637,30.8,2,True,False,False
4104,302.0,310.4,1448,43.4,167,False,True,False
8774,297.5,308.6,1585,37.6,2,False,True,False
7937,300.8,311.7,1490,46.4,217,False,True,False
4102,301.9,310.4,1884,23.4,163,False,True,False
4676,303.5,311.5,1629,33.5,73,True,False,False
8899,297.4,308.6,1532,38.7,136,False,True,False
1312,298.9,310.1,1587,30.2,162,False,True,False
1555,298.4,308.7,1584,31.7,117,False,False,True
3077,300.0,309.2,1444,43.6,123,False,True,False
677,297.9,309.2,1577,34.7,5,True,False,False
6414,300.4,310.1,1614,33.5,191,False,True,False
2874,300.6,309.4,1555,37.9,24,True,False,False
9761,298.5,309.6,1509,47.3,2,False,False,True
1409,298.9,310.0,1452,48.9,185,False,True,False
9108,297.5,308.5,1662,30.3,26,False,False,True
6696,301.7,311.0,1311,55.8,39,False,False,True
6957,300.8,311.2,1434,39.1,82,False,False,True
6376,300.0,309.6,1629,32.3,89,True,False,False
7672,300.5,311.6,1456,51.1,193,False,False,True
1715,298.2,307.8,1388,48.6,76,False,True,False
9155,297.5,308.6,1596,36.0,141,False,True,False
6217,301.1,310.8,1724,27.5,101,False,True,False
8112,300.4,311.8,1553,33.1,209,False,False,True
5935,300.6,310.5,1454,51.2,58,True,False,False
637,298.3,309.9,1463,43.9,116,False,True,False
1742,298.5,308.0,1363,49.2,149,False,False,True
3510,301.8,311.0,1771,27.2,162,False,True,False
3498,301.9,311.0,1642,33.1,126,False,True,False
9118,297.6,308.7,1475,46.6,54,False,False,True
6684,301.5,310.9,1318,50.6,11,False,True,False
5967,300.4,310.8,1396,49.3,142,False,True,False
7579,300.4,311.2,1673,28.9,171,False,True,False
1400,299.0,310.2,1533,43.5,159,False,True,False
1415,298.7,309.8,1570,42.1,200,False,False,True
4743,303.3,311.3,1592,33.7,14,False,True,False
9572,299.7,310.8,1589,36.0,190,False,True,False
4881,303.8,312.6,1527,41.9,159,False,False,True
1954,297.9,307.7,1593,34.9,83,False,True,False
2361,299.2,308.4,1388,53.2,59,True,False,False
4493,302.6,310.5,1420,56.4,57,False,False,True
5712,302.2,311.6,1545,35.9,152,False,True,False
3198,300.0,309.1,1465,40.6,9,False,True,False
1294,298.7,309.8,1582,33.4,121,True,False,False
1440,298.8,309.8,1534,37.0,47,False,False,True
3759,302.2,311.0,1476,47.4,161,False,False,True
9670,299.1,310.3,1619,31.1,242,False,True,False
9210,298.0,309.0,1393,55.9,79,False,False,True
6070,300.9,310.9,1601,34.0,181,False,True,False
7218,299.9,309.8,1716,28.2,117,False,True,False
4943,303.5,312.6,1602,34.2,108,False,True,False
9915,298.5,308.8,1670,29.6,13,False,True,False
2227,299.6,308.9,1685,27.8,161,False,False,True
9180,297.9,309.1,1435,44.7,8,True,False,False
3698,302.2,311.2,1928,23.1,2,False,True,False
7646,300.4,311.4,1662,29.3,129,False,True,False
2425,298.9,308.2,1828,23.8,26,False,True,False
8254,299.1,310.4,1657,31.0,129,False,True,False
4411,302.5,310.2,1586,32.2,64,False,True,False
3093,300.0,309.3,2293,16.3,170,False,False,True
8728,297.2,308.7,1501,38.5,86,False,True,False
3926,302.6,311.6,1638,29.6,160,False,True,False
7426,300.0,311.4,1791,24.1,213,False,False,True
5970,300.4,310.8,1491,35.9,148,False,False,True
8477,298.5,309.6,1585,32.2,89,False,True,False
